Temperature,Soil,Light,Humid,Rainfall,Label
26.31,2,1,88.22,122.42,Terung
25.45,2,1,81.61,205.86,Terung
28.52,3,1,87.67,170.65,Terung
23.58,1,1,85.41,172.63,Terung
24.17,2,1,84.67,195.61,Terung
27.12,3,1,82.55,106.99,Terung
25.12,2,1,90.86,133.95,Terung
24.42,2,1,81.36,179.08,Terung
24.04,2,1,82.24,151.52,Terung
25.89,2,1,84.15,202.38,Terung
28.2,2,1,81.44,151.1,Terung
28.44,2,1,90.29,117.4,Terung
28.32,2,1,90.01,198.67,Terung
29.09,3,1,84.82,104.7,Terung
22.41,3,1,85.42,183.2,Terung
29.86,3,1,80.68,105.04,Terung
25.41,1,1,89.23,152.42,Terung
23.54,3,1,88.59,125.58,Terung
29.76,2,1,84.33,203.3,Terung
28.6,1,1,85.25,145.49,Terung
29.44,2,1,87.25,107.39,Terung
26.19,2,1,85.12,185.08,Terung
27.98,3,1,83.01,137.15,Terung
26.16,2,1,83.27,170.78,Terung
26.32,2,1,85.69,146.38,Terung
29.61,2,1,90.94,149.85,Terung
27.91,2,1,85.39,131.65,Terung
26.53,2,1,80.61,186.28,Terung
25.14,2,1,90.33,152.47,Terung
23.31,2,1,83.37,108.3,Terung
22.93,2,1,80.44,202.58,Terung
24.4,2,1,80.8,155.93,Terung
27.54,2,1,81.88,154.79,Terung
23.53,1,1,86.98,140.26,Terung
23.05,3,1,84.05,170.33,Terung
22.62,1,1,90.09,145.99,Terung
28.77,2,1,88.73,182.24,Terung
23.93,3,1,83.53,195.47,Terung
23.61,2,1,90.85,155.18,Terung
25.13,2,1,87.33,172.14,Terung
27.04,3,1,80.19,134.95,Terung
26.69,3,1,85.09,169.31,Terung
29.39,1,1,90.01,170.34,Terung
27.46,2,1,83.26,157.5,Terung
26.5,2,1,90.2,120.82,Terung
27.69,1,1,86.77,179.72,Terung
27.31,2,1,86.41,137.47,Terung
28.14,1,1,84.02,144.61,Terung
26.58,2,1,90.53,192.87,Terung
28.46,2,1,84.74,175.12,Terung
29.2,3,1,86.98,112.78,Terung
27.57,1,1,87.01,163.06,Terung
24.86,2,1,87.08,113.22,Terung
24.24,2,1,83.37,171.4,Terung
27.1,2,1,89.51,145.28,Terung
27.05,2,1,86.53,188.85,Terung
22.19,3,1,84.27,185.43,Terung
27.98,2,1,83.55,208.3,Terung
23.77,2,1,81.25,135.33,Terung
22.44,2,1,86.71,122.41,Terung
23.23,3,1,88.61,123.47,Terung
27.25,2,1,84.65,166.55,Terung
26.18,2,1,90.07,139.02,Terung
28.78,1,1,81.38,198.63,Terung
22.85,2,1,85.37,112.44,Terung
28.64,2,1,87.07,183.83,Terung
27.21,3,1,86.27,155.18,Terung
23.72,1,1,89.78,170.57,Terung
27.9,1,1,87.52,165.4,Terung
27.93,3,1,89.08,159.4,Terung
22.86,1,1,87.28,176.91,Terung
24.13,1,1,83.79,161.01,Terung
27.11,2,1,83,200.25,Terung
25.04,2,1,83.85,161.63,Terung
28.12,2,1,84.49,199.96,Terung
26.29,2,1,89.09,188.16,Terung
28.86,2,1,87.82,192.45,Terung
22.89,3,1,89.1,197.63,Terung
27.87,2,1,90.18,125.27,Terung
25.72,3,1,88.96,139.85,Terung
26.16,3,1,90.59,197.85,Terung
24.27,2,1,90.45,119.71,Terung
24.15,3,1,83.53,155.22,Terung
23.52,2,1,84.32,115.08,Terung
24.99,1,1,86.33,120.06,Terung
23.91,2,1,87.6,165.51,Terung
23.52,1,1,85.11,145.43,Terung
29.69,2,1,88.67,148.3,Terung
25.58,3,1,86.95,157.1,Terung
27.42,2,1,86.55,172.99,Terung
24.99,2,1,81.6,156.18,Terung
26.56,2,1,81.88,139.77,Terung
25.99,3,1,83.45,124.25,Terung
26.9,2,1,90.59,152.55,Terung
27.78,1,1,80.84,143.29,Terung
27.31,2,1,90.56,189.11,Terung
28.1,2,1,85.25,105.76,Terung
23.17,2,1,84.8,163.58,Terung
22.75,2,1,89.32,168.59,Terung
24.71,1,1,89.15,207.07,Terung
25.85,2,1,81.47,196.39,Terung
23.8,2,1,88.93,158.08,Terung
28.19,2,1,85.62,134.22,Terung
27.76,1,1,83.55,105.23,Terung
29.31,1,1,81.19,129.25,Terung
27.83,2,1,86.51,192.44,Terung
22.86,2,1,88.58,205.54,Terung
27.32,2,1,89.74,177.19,Terung
25.3,3,1,90.69,167.07,Terung
24.08,2,1,81.36,167.32,Terung
26.82,2,1,84.36,171.86,Terung
24.42,2,1,80.54,104.36,Terung
26.25,1,1,86.99,142.7,Terung
26.61,2,1,89.76,138.47,Terung
26.23,2,1,87.56,206.03,Terung
22.09,1,1,84.28,104.25,Terung
24.79,1,1,88.36,180.87,Terung
28.32,3,1,90.96,146.38,Terung
24.78,3,1,80.01,110.92,Terung
26.08,3,1,89.11,141.77,Terung
24.77,2,1,83.59,117.49,Terung
23.59,2,1,88.22,108.06,Terung
23.6,2,1,82.61,175.36,Terung
27.99,1,1,82.22,106.74,Terung
27.02,2,1,88.91,105.42,Terung
29.46,3,1,88.44,148.54,Terung
25.37,2,1,88.92,117.77,Terung
27.09,3,1,88.33,150.64,Terung
25.75,3,1,81.05,142.3,Terung
25.79,1,1,89.71,114.82,Terung
28.83,2,1,84.15,170.8,Terung
25.63,2,1,82.42,171.85,Terung
29.43,2,1,86.24,171.32,Terung
26.96,3,1,83.8,194.23,Terung
22.68,3,1,87.81,104.88,Terung
22.54,2,1,87.64,107.06,Terung
29.86,3,1,89.35,158.66,Terung
25.19,3,1,90.93,152.71,Terung
26.7,2,1,88.8,207.35,Terung
25.45,3,1,81.56,141.41,Terung
23.27,2,1,88.39,144.7,Terung
23,2,1,86.24,191.22,Terung
23.7,1,1,86.19,169.07,Terung
26.84,2,1,83.71,111.57,Terung
26.37,2,1,81.77,110.18,Terung
24.63,2,1,81.9,159.22,Terung
22.35,3,1,80.63,145.5,Terung
24.59,2,1,88.86,180.77,Terung
25.19,2,1,88.18,169.59,Terung
28.05,2,1,89.42,104.2,Terung
27.9,3,1,87.75,105.93,Terung
23.77,2,1,81.85,191.63,Terung
23.82,3,1,88.1,121.31,Terung
27.02,2,1,86.14,163.5,Terung
27.21,2,1,81.2,202.13,Terung
26.49,2,1,89.96,204.85,Terung
22.9,2,1,89.93,192.11,Terung
24.29,2,1,86.91,196.76,Terung
22.25,1,1,84.62,198.44,Terung
28.09,2,1,82.62,112.14,Terung
28.45,1,1,81.07,193.46,Terung
29.36,1,1,88.87,147.47,Terung
22.7,3,1,90.63,108.61,Terung
29.25,2,1,80.15,159.71,Terung
29.35,2,1,85.27,116.33,Terung
29.98,2,1,81.17,112.41,Terung
28.22,2,1,84.6,152.87,Terung
24.1,2,1,86.39,136.96,Terung
24.12,1,1,84.72,195.97,Terung
27.51,2,1,80.19,137.04,Terung
27.44,2,1,90.87,189.85,Terung
27.28,3,1,90.18,104.68,Terung
24.82,1,1,88.5,203.04,Terung
26.16,1,1,84.41,109.83,Terung
24.41,1,1,87.58,131.55,Terung
26.77,2,1,87.81,106.76,Terung
28.18,2,1,83.74,204.1,Terung
27.59,2,1,80.44,109.55,Terung
25.46,1,1,86.85,140.52,Terung
26.2,2,1,90.43,173.32,Terung
28.18,3,1,88.23,137.71,Terung
23.86,1,1,82.51,104.95,Terung
23.77,2,1,86.11,129.23,Terung
25.88,1,1,84.29,178.61,Terung
25.95,3,1,86.01,143.57,Terung
22.19,2,1,87.96,189.61,Terung
26.66,2,1,85.35,181.14,Terung
25.34,2,1,90.04,165.21,Terung
26.61,2,1,87.61,114.01,Terung
29.32,2,1,83.88,206.46,Terung
24.66,2,1,86.74,158.4,Terung
22.86,2,1,85.01,131.27,Terung
23.65,2,1,88.71,166.89,Terung
24.45,1,1,80.08,177.79,Terung
28.91,2,1,86.44,152.87,Terung
26.39,1,1,80.26,171.02,Terung
29.96,2,1,90.77,115.42,Terung
24.28,1,1,85.58,195.21,Terung
22.55,2,1,83.07,175.07,Terung
24.41,2,1,81.22,184.68,Terung
29.94,2,1,83.76,116.02,Terung
27.94,2,1,86.97,158.26,Terung
29.32,2,1,90.7,176.31,Terung
26.76,2,1,81.04,158.57,Terung
24.2,2,1,82.31,114.5,Terung
29.64,2,1,83.05,110.49,Terung
23.83,2,1,88.43,168.33,Terung
25.18,2,1,80.87,187.17,Terung
24.35,1,1,89.84,207.98,Terung
27.15,2,1,82.41,163.36,Terung
25.34,2,1,87.9,128.07,Terung
29.66,2,1,88.37,146.36,Terung
29.74,2,1,89.82,115.28,Terung
22.78,2,1,82.28,147.28,Terung
29.43,2,1,87.96,191.68,Terung
28.38,3,1,83.88,144.81,Terung
27.7,1,1,84.27,109.56,Terung
24.9,3,1,85.59,121.45,Terung
27.44,2,1,81.44,173.92,Terung
28.49,2,1,83.95,176.17,Terung
28.64,2,1,90.35,124.8,Terung
28.45,2,1,81.99,188.55,Terung
24.56,3,1,83.47,133.42,Terung
23.48,1,1,88.88,162.05,Terung
26.35,1,1,82.75,136.22,Terung
24.03,2,1,81.81,176.37,Terung
28.28,3,1,82.1,143.3,Terung
22.36,1,1,90.84,183.52,Terung
25.4,2,1,84.55,154.52,Terung
28.23,2,1,84.36,170.86,Terung
22.64,3,1,88.33,200.63,Terung
27.5,3,1,80.69,149.52,Terung
23.85,3,1,81.86,161.53,Terung
23.02,2,1,87.92,123.87,Terung
24.46,2,1,83.52,176.4,Terung
22.15,2,1,87.72,126.33,Terung
27.04,2,1,80.25,176.04,Terung
24.66,2,1,86.49,200.33,Terung
29.95,2,1,85.99,202.22,Terung
22.78,3,1,81.59,187.69,Terung
29.16,3,1,81.31,160.33,Terung
25.98,2,1,90.21,191.37,Terung
22.94,2,1,85.56,151.85,Terung
28.85,2,1,80.55,143.43,Terung
22.89,2,1,81.63,177.33,Terung
27.17,3,1,87.4,125.76,Terung
23.96,1,1,85.24,111.91,Terung
25.59,3,1,86.57,142.3,Terung
26.58,2,1,85.04,139.65,Terung
29.36,2,1,90.18,116.72,Terung
24.28,2,1,89.08,193.18,Terung
25.1,3,1,90.78,173.76,Terung
23.6,2,1,90.33,106.86,Terung
24.75,1,1,88.02,160.43,Terung
23.01,2,1,80.58,120.19,Terung
26.38,1,1,90.99,157.42,Terung
26.47,3,1,85.21,184.5,Terung
26.99,2,1,80.67,147.19,Terung
23.84,1,1,90.91,166.34,Terung
25.46,2,1,86.27,161.09,Terung
22.33,2,1,85.05,164.33,Terung
22.32,2,1,80.22,153.97,Terung
24.48,1,1,84.71,121.57,Terung
25.91,2,1,82.02,129.34,Terung
27.54,3,1,87.91,197.29,Terung
28.07,1,1,80.09,181.06,Terung
25.21,3,1,85.86,206.55,Terung
28.04,2,1,80.48,109.81,Terung
27.82,1,1,87.86,137.14,Terung
27.06,2,1,90.48,204.09,Terung
23.13,2,1,80.48,149.94,Terung
24.3,3,1,81.13,167.12,Terung
26.27,2,1,85.67,163.51,Terung
28.51,2,1,90.81,118.82,Terung
25.23,1,1,84.53,180.32,Terung
29.74,2,1,86.77,110.24,Terung
27.32,2,1,88.38,160.2,Terung
24.5,1,1,90.21,161.73,Terung
26.49,1,1,81.95,125.19,Terung
25,2,1,90.03,182.33,Terung
29.3,2,1,86.89,197.52,Terung
22.39,3,1,88.86,206.15,Terung
23.83,1,1,83.25,106.96,Terung
22.77,2,1,85.5,136.43,Terung
28.44,1,1,82.3,200.5,Terung
23.53,1,1,89.4,109.43,Terung
27.94,1,1,82.25,132.5,Terung
26.49,2,1,86.03,159.73,Terung
28.64,2,1,84.6,181.27,Terung
29.96,2,1,80.55,127.92,Terung
23.23,2,1,84.53,135.45,Terung
23.2,2,1,88.63,124.43,Terung
27.09,1,1,85.82,150.32,Terung
22.29,2,1,83.35,156.7,Terung
28.54,2,1,84.9,197.83,Terung
25.01,2,1,88.52,184.45,Terung
25.19,1,1,87.35,178.68,Terung
26.58,2,1,81.22,163.82,Terung
24.74,2,1,85.84,138.39,Terung
24.4,1,1,82.19,111.47,Terung
23.64,2,1,90.76,131.13,Terung
27.75,3,1,88.12,124.45,Terung
28.15,3,1,80.89,127.91,Terung
26.86,1,1,82.73,127.79,Terung
23.89,2,1,80.86,149.02,Terung
27.56,3,1,84.07,143.83,Terung
23.26,2,1,89.05,139.28,Terung
29.03,3,1,80.73,195.96,Terung
25.57,2,1,81.82,125.29,Terung
25.81,2,1,82.94,121.22,Terung
23.63,3,1,86.86,112.09,Terung
26.92,2,1,90.72,200.5,Terung
29.88,2,1,89.05,124.41,Terung
26.71,2,1,82.21,163.78,Terung
27.22,2,1,87.81,143.1,Terung
24.31,2,1,86.12,162.01,Terung
24.61,2,1,85.41,171.1,Terung
23.57,2,1,89.99,191.67,Terung
26.12,2,1,86.47,157.01,Terung
23.18,3,1,81.51,138.26,Terung
26.95,2,1,81.81,123.03,Terung
25.72,2,1,90.14,167.38,Terung
26.99,3,1,80.88,117.92,Terung
22.57,1,1,81.52,193.31,Terung
29.07,1,1,87.18,107.06,Terung
25.03,2,1,82.47,192.22,Terung
23.66,3,1,89.09,127.01,Terung
26.01,2,1,84.58,154.99,Terung
29.44,2,1,85.31,180.26,Terung
27.55,1,1,81.42,185.85,Terung
24.72,2,1,80.31,146.02,Terung
24.43,2,1,88.35,156.19,Terung
27.29,2,1,80.81,107.25,Terung
22.71,1,1,87.04,140,Terung
24.92,2,1,85.91,131.42,Terung
25.83,2,1,85.7,144.8,Terung
28.08,2,1,83.3,135.51,Terung
24.6,2,1,88.32,120.81,Terung
28.34,2,1,84.41,202.26,Terung
28.26,1,1,81.66,148.88,Terung
22.16,1,1,80.62,170.6,Terung
23.52,2,1,83.77,200.7,Terung
27.23,2,1,86.69,163.8,Terung
25.97,1,1,82.42,117.4,Terung
22.22,1,1,88.16,186.31,Terung
24.88,1,1,81.2,184.86,Terung
27.01,1,1,85.19,146.31,Terung
29.93,2,1,85.9,160.35,Terung
23.65,2,1,89.03,148.43,Terung
23.22,1,1,81.3,127.53,Terung
24.91,2,1,80.02,183.64,Terung
26.41,2,1,85.87,181.71,Terung
27.32,1,1,81.66,171.57,Terung
24.89,3,1,86.29,151.63,Terung
23.83,2,1,80.36,152.58,Terung
22.04,2,1,85.4,135.26,Terung
23.47,1,1,84.3,131.85,Terung
22.8,2,1,81.72,192.6,Terung
23.94,2,1,85.15,193.68,Terung
24.58,2,1,85.25,105.77,Terung
22.63,2,1,80.75,179.12,Terung
25.25,2,1,87.45,138.53,Terung
23.34,1,1,90.05,199.93,Terung
26.65,2,1,86.75,129.39,Terung
25.02,2,1,86.9,139.11,Terung
27.12,2,1,88.23,182.01,Terung
28.21,2,1,90.3,111.89,Terung
22.68,2,1,90.81,177.92,Terung
25.06,3,1,85.42,174.44,Terung
29.82,2,1,90.4,135.84,Terung
22.02,2,1,83.95,178.41,Terung
25.67,2,1,88,198.22,Terung
25.75,2,1,90.3,187.91,Terung
28.59,3,1,80.18,158.11,Terung
24.32,2,1,90.13,117.97,Terung
28.21,3,1,89.74,197.12,Terung
22.02,2,1,82.26,155.18,Terung
25.93,3,1,84.51,146.65,Terung
24.55,2,1,81.35,161.22,Terung
28.47,2,1,88.22,126.41,Terung
25.22,2,1,88.55,139.19,Terung
22.56,1,1,89.69,180.78,Terung
27.67,1,1,84.86,162.86,Terung
22.11,2,1,86.93,183.57,Terung
24.68,2,1,89.28,183.54,Terung
25.99,3,1,81.03,182.66,Terung
27.93,1,1,81.31,119.19,Terung
24.5,3,1,89,171.89,Terung
22.83,3,1,84.86,154.19,Terung
28.6,3,1,88.83,110.64,Terung
22.08,2,1,80,191.15,Terung
28.99,2,1,81.27,127.06,Terung
22.85,3,1,84.05,105.52,Terung
23.01,2,1,84.37,171.19,Terung
23.33,2,1,89.17,122.1,Terung
23.19,1,1,85.61,110.6,Terung
28.36,3,1,90.1,201.43,Terung
28.49,1,1,84.67,119.64,Terung
23.36,2,1,80.74,158.34,Terung
22.9,2,1,85.04,142.43,Terung
26.58,1,1,84.52,108.83,Terung
27.6,1,1,86.04,136.91,Terung
26.47,3,1,87.04,140.67,Terung
22.22,2,1,80.65,155.57,Terung
28.13,2,1,86.79,177.78,Terung
27.71,2,1,81.46,208.33,Terung
27.74,1,1,84.75,158.18,Terung
23.66,2,1,89.82,202.37,Terung
22.56,2,1,81.47,159.11,Terung
29.98,2,1,82.3,166.01,Terung
25.82,1,1,84.65,118.66,Terung
27.81,3,1,80.66,163.63,Terung
22.77,2,1,83.15,131.31,Terung
26.04,2,1,80.85,132.71,Terung
26.03,3,1,85.25,149.36,Terung
22.98,3,1,86.31,172.26,Terung
24.81,2,1,88.24,168.47,Terung
29.13,3,1,90.16,136.07,Terung
27.52,2,1,84.81,107.16,Terung
27.85,1,1,86.91,129.59,Terung
29.03,3,1,80.66,151.34,Terung
24.48,2,1,85.23,198.91,Terung
28.32,3,1,89.57,167.75,Terung
22.77,2,1,86.52,195.57,Terung
26.62,2,1,84.13,166.04,Terung
26.27,3,1,80.98,150.33,Terung
25.45,3,1,85.48,138.4,Terung
23.67,1,1,90.11,205.21,Terung
25.42,2,1,80.81,153.98,Terung
28.75,1,1,85.84,141.59,Terung
27.85,1,1,84.69,198.72,Terung
25.52,2,1,88.35,188.73,Terung
29.74,1,1,81.66,165.49,Terung
28.28,2,1,81.88,163.13,Terung
22.35,2,1,87.88,155.97,Terung
28.01,3,1,87.48,114.2,Terung
27.75,3,1,85.69,175.78,Terung
22.39,2,1,80.05,143.29,Terung
29.41,2,1,89.41,105.94,Terung
25.74,2,1,90.86,179.8,Terung
23.91,3,1,87.34,117.64,Terung
25.59,3,1,90.27,187.28,Terung
28.67,1,1,88.34,131.21,Terung
24,3,1,87.53,165.25,Terung
29.31,3,1,83.86,163.52,Terung
22.52,1,1,80.88,122.59,Terung
22.71,3,1,80.35,149.9,Terung
26.79,2,1,84.96,189.48,Terung
26.08,3,1,85.05,205.41,Terung
27.37,2,1,84.25,106.06,Terung
22.35,2,1,80.33,119.45,Terung
24.08,3,1,82.19,168.48,Terung
27.63,2,1,81.5,104.43,Terung
24.76,2,1,80.14,183.12,Terung
24.44,2,1,86.81,164.9,Terung
28.56,2,1,81.09,174.26,Terung
28.37,2,1,81.63,169.19,Terung
27.96,1,1,81.09,166.56,Terung
27.02,2,1,88.41,114.84,Terung
29.64,3,1,89.72,128.67,Terung
22.17,2,1,81.31,152.49,Terung
23.22,2,1,86.77,139,Terung
25.68,2,1,86.82,185.73,Terung
24.25,2,1,83.09,174.51,Terung
24.35,3,1,86.47,136.61,Terung
29.84,2,1,84.77,203.24,Terung
22.35,1,1,81.18,171.27,Terung
22.21,3,1,90.54,192.35,Terung
29.48,2,1,87.46,198.39,Terung
23.28,1,1,90.49,124.76,Terung
22.34,2,1,81.66,145.6,Terung
25.67,2,1,88.74,110.52,Terung
29.06,2,1,84.63,119.57,Terung
24.45,2,1,90.23,165.36,Terung
29.46,2,1,87.56,158.03,Terung
28.92,3,1,81.62,149.74,Terung
24.24,2,1,80.36,178.85,Terung
25.48,2,1,81.38,131.87,Terung
29.39,3,1,87.84,147.34,Terung
22.99,2,1,80.12,201.89,Terung
22.5,2,1,85.26,163.24,Terung
23.51,2,1,86.08,175.15,Terung
23.8,1,1,88.93,181.82,Terung
23.44,2,1,84.91,150.7,Terung
22.25,2,1,80.06,149.04,Terung
27.74,2,1,82.41,153.15,Terung
23.3,1,1,80.52,193.96,Terung
25.64,2,1,90.79,142.04,Terung
22.96,2,1,87.02,196.38,Terung
24.92,3,1,80.02,108.43,Terung
25.18,2,1,80.42,130.51,Terung
29.3,3,1,82.48,197.64,Terung
19.87,1,2,80.33,72.84,Kubis
18.42,2,1,90.84,49.18,Kubis
18.43,1,1,81.04,57.88,Kubis
19.51,2,1,84.96,43.24,Kubis
18.72,3,1,89.23,42.16,Kubis
18.41,2,1,84.64,83.17,Kubis
18.45,2,2,82.74,62.01,Kubis
18.61,2,1,84.55,57.17,Kubis
19.67,2,1,89.06,49.84,Kubis
18.91,3,2,80.49,75.3,Kubis
18.25,1,1,85.38,71.07,Kubis
18.74,2,2,82.13,41.73,Kubis
18.65,3,2,80.66,73.8,Kubis
18.15,3,2,88.64,46.31,Kubis
19.65,1,1,80.16,81.19,Kubis
19.46,2,1,84.56,55.53,Kubis
18.87,2,1,86,60.46,Kubis
19.4,2,1,81.9,41.88,Kubis
18.68,1,1,89.89,76.01,Kubis
19.87,1,2,84.5,54.51,Kubis
19,2,1,82,64.85,Kubis
18.22,1,1,86.72,80.27,Kubis
18.95,3,2,87.03,48.18,Kubis
18.72,2,2,84.28,77.8,Kubis
18.07,2,2,80.35,62.51,Kubis
18.7,3,2,87.28,80.18,Kubis
19.95,2,2,82.62,75.93,Kubis
18.52,2,1,81.65,60.12,Kubis
19.45,3,2,89.03,45.37,Kubis
18.31,2,2,85.55,42.93,Kubis
18.34,2,2,84.93,78.09,Kubis
18.59,1,1,88.3,61.43,Kubis
18.03,2,1,85.18,69.32,Kubis
18.97,1,2,86.73,78.4,Kubis
19.94,2,2,84.47,54.36,Kubis
18.56,1,2,89.76,78.99,Kubis
19.34,1,1,86.22,42.82,Kubis
19.69,2,2,89.93,53.33,Kubis
19.88,2,1,89.89,75.49,Kubis
18.05,1,1,88.34,77.22,Kubis
19.69,1,2,86.03,81.03,Kubis
18.16,3,1,87.2,54.29,Kubis
18.63,1,1,82.44,74.17,Kubis
19.49,2,2,90.11,82.71,Kubis
18.74,2,2,89.46,63.63,Kubis
18.11,1,2,88.66,52.19,Kubis
19.49,2,1,80.28,43.29,Kubis
19.11,2,1,82.14,73.32,Kubis
18.93,2,2,90.08,47.45,Kubis
18.83,1,2,88.9,57.79,Kubis
19.26,2,1,89.31,54.55,Kubis
19.83,1,2,84.45,59.04,Kubis
18.84,2,1,82.82,79.41,Kubis
18.78,3,2,89.8,59.41,Kubis
18.72,1,2,84.1,79.69,Kubis
18.4,3,2,83.29,75.22,Kubis
19.67,2,1,83.31,53.68,Kubis
18.46,1,1,89.71,54.92,Kubis
19.11,2,1,81.95,57.08,Kubis
19.56,3,1,89.16,66.9,Kubis
18.05,2,2,85.25,69.75,Kubis
19.01,2,2,82.87,82.17,Kubis
18.8,3,2,86.43,80.27,Kubis
18.15,2,1,83.07,67.16,Kubis
19.64,3,1,85.66,43.6,Kubis
18.81,2,1,86.75,64.39,Kubis
18.75,3,1,86.41,58.49,Kubis
19.35,2,1,88.98,64.37,Kubis
18.89,2,2,86.81,43.34,Kubis
18.74,2,1,82.43,83.15,Kubis
19.12,2,1,83.24,44.04,Kubis
18.72,2,1,84.42,53.03,Kubis
19.51,2,1,88.46,44.67,Kubis
19.52,2,1,89.95,64.48,Kubis
19.51,2,1,80.27,56.33,Kubis
19.58,2,1,90.93,57.3,Kubis
19.09,2,2,85.41,74.55,Kubis
19.64,2,2,81.45,79.33,Kubis
18.54,1,2,86.22,48.57,Kubis
19.83,2,2,85.04,53.29,Kubis
18.8,2,1,80.54,61.36,Kubis
19.06,2,2,86.35,46.37,Kubis
18.33,1,1,90.25,57.77,Kubis
18.07,3,2,85.2,54.25,Kubis
18.18,2,1,82.52,80.08,Kubis
18,1,1,87.38,49.94,Kubis
19.54,2,2,82.94,71.72,Kubis
19.52,1,2,90.07,50.66,Kubis
18.83,2,1,85.25,67.73,Kubis
19.22,2,1,88.63,65.92,Kubis
18.3,2,2,80.54,60.78,Kubis
19.69,2,1,88.06,75.7,Kubis
19.24,1,1,81.63,50.95,Kubis
18.7,3,1,82.39,61.55,Kubis
19.71,3,1,89.47,82.6,Kubis
19.42,1,1,81.36,49.3,Kubis
18.84,3,1,83.24,64.39,Kubis
18.73,2,1,84.07,53.88,Kubis
18.4,3,1,90.01,46.83,Kubis
18.35,2,1,81.57,77.15,Kubis
18.9,1,2,86.79,65.74,Kubis
18.74,2,1,82.23,65.78,Kubis
18.12,3,1,83.18,64.39,Kubis
18.62,1,1,84.9,49.35,Kubis
18.27,2,1,86.02,65.36,Kubis
19.6,2,2,81.93,45.48,Kubis
18.96,2,2,86.55,70.11,Kubis
18.37,2,1,86.68,43.81,Kubis
18.32,2,2,84.49,49.55,Kubis
19.64,2,2,82.21,53.93,Kubis
19.11,2,1,83.67,53.29,Kubis
19.01,2,1,81.08,75.5,Kubis
18.9,1,2,88.19,53.66,Kubis
19.49,3,1,80.16,44.75,Kubis
19.1,3,2,83.65,44.5,Kubis
18.24,1,1,90.17,47.89,Kubis
18.14,1,1,82.06,58.09,Kubis
18.54,2,1,85.76,49.87,Kubis
19.95,3,2,81.64,51.46,Kubis
18.16,2,2,90.45,49.33,Kubis
19.08,2,2,89.03,54.12,Kubis
19.84,3,2,83.44,62.7,Kubis
18.15,2,1,88.27,82.14,Kubis
18.38,2,2,86.24,74.66,Kubis
19.24,1,1,82.44,48.86,Kubis
18.03,2,1,81.48,75.12,Kubis
19.85,1,1,82.74,71.25,Kubis
18.21,2,2,86.92,79.41,Kubis
18.12,2,1,90.5,59.78,Kubis
18.38,2,2,88.55,77.79,Kubis
19.22,2,1,89.94,70.75,Kubis
19.88,1,2,82.13,53.05,Kubis
18.96,2,2,90.06,57.91,Kubis
19.07,2,1,80.93,76.6,Kubis
18.89,1,1,90.39,75.32,Kubis
19.07,1,2,81.55,51.9,Kubis
18.54,1,2,83.98,76.51,Kubis
19.39,2,1,83.8,81.07,Kubis
19.42,2,1,83.63,78.24,Kubis
19.04,2,1,88.1,57.55,Kubis
19.72,2,1,89.23,64.21,Kubis
19.32,3,1,86.28,76.91,Kubis
18.99,3,1,86.01,71.52,Kubis
19.68,2,2,82.87,71.21,Kubis
19.17,2,1,89.94,53.55,Kubis
18.15,1,1,86.21,67.12,Kubis
19.61,2,2,84.52,43.94,Kubis
19.69,2,1,86.15,54.05,Kubis
18.1,2,1,81.15,50.12,Kubis
19.54,2,1,81.23,57.79,Kubis
19.96,1,2,90.2,72.42,Kubis
19.58,2,2,82.4,52.52,Kubis
18.8,3,2,82.97,49.12,Kubis
19.44,1,1,86.13,76.75,Kubis
18.58,2,1,85.36,79.79,Kubis
19.32,2,2,86.11,60.26,Kubis
19.04,2,2,84.02,51.86,Kubis
19.32,1,1,84.46,52.18,Kubis
18.83,2,1,81.86,59.01,Kubis
18.31,2,1,85.47,75.1,Kubis
18.84,2,2,84.65,65.06,Kubis
18.95,2,2,90.34,65.72,Kubis
19.36,2,2,81.43,82.42,Kubis
18.57,1,1,86.77,44.91,Kubis
19.29,2,2,90.63,61.46,Kubis
18.47,2,2,81.08,61.64,Kubis
19.53,2,1,87.93,64.75,Kubis
19.44,2,2,89.52,48.67,Kubis
18.24,2,1,83.65,48.71,Kubis
19.19,2,2,86.26,58.98,Kubis
18.18,3,2,80.99,66.93,Kubis
19.94,3,1,83.71,54.28,Kubis
18.68,2,2,82.74,62.4,Kubis
18.04,2,2,87.54,82.78,Kubis
19.01,1,1,80.61,42.94,Kubis
18.24,2,2,85.32,61.08,Kubis
19.3,2,1,86.09,61.41,Kubis
19.46,1,2,90.24,70.49,Kubis
19.72,3,1,90.13,52.77,Kubis
19.78,2,2,80.07,75,Kubis
18.62,3,2,86.39,58.38,Kubis
18.72,2,1,84.4,45.63,Kubis
19.95,3,2,85.9,67.92,Kubis
18.87,2,2,87.15,42.77,Kubis
18.81,1,1,83.02,71.53,Kubis
19.85,3,1,88.37,42.18,Kubis
18.37,1,2,90.13,66.53,Kubis
18.95,1,1,89.78,77.95,Kubis
18.97,3,2,88.31,70.77,Kubis
19.49,2,2,85.77,67.68,Kubis
18.87,3,1,85.34,59.66,Kubis
19.73,2,2,88.19,55.68,Kubis
19.34,2,2,88.5,57.1,Kubis
19.86,2,2,80.13,57.29,Kubis
18.52,1,1,80.42,63.74,Kubis
19.62,1,1,85.25,47.64,Kubis
18.23,2,2,89.53,78.41,Kubis
19.6,2,1,82.37,67.74,Kubis
